,words,category,SA Average,Total Turns,Message Frequency Sim 0,Message Frequency Sim 1,Message Frequency Sim 2,Message Frequency Sim 3,Sentiment Negative,Sentiment Neutral,Sentiment Positive,Sentiment Compound,NN,VB,CC,JJ,VBG,RB,VBD,VBN,JJS,VBP,IN,NNS,JJR,CD,MD,UH,WP,WRB,FW,DT,RBR,VBZ,TO,PRP,WDT,NNP,RP,RBS
15-1,take left forest refuel take upper middle forest yes k fie truck good team work yea really small though keep eye yes way fill faster different time pay closer attention area go station yes get upper left corner whole middle sound like game plan k stay close water supply also said make sure dont get far dont two yep thats said wow way fill faster stay close water supply also,2,11.972222222222223,34.0,0.010273972602739725,0.0049504950495049506,0.006122448979591836,0.0037974683544303796,0.025916666666666668,0.7110555555555556,0.23525000000000004,0.11051944444444443,0.7352941176470589,0.11764705882352941,0.0,0.5588235294117647,0.0,0.20588235294117646,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-4,ill take house little forest beside help middle section area way bigger ill take top right corner top big forest yeah bad going split time yeah lot time ill take top left well worked awesome didnt anything someone ask case good sound good show show mine bring eye getting really dry darn fire far,2,12.0,15.0,0.01818181818181818,0.0,0.004210526315789474,0.0022988505747126436,0.035666666666666666,0.7314,0.23293333333333333,0.19591999999999998,1.7333333333333334,0.2,0.0,1.0,0.13333333333333333,0.2,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7-4,top ill get big middle chunk fire point got middle forest chunk exciting nice wa bout say go civilization need meal snack dont tease lord know oh well many men doe take open beer none already um mean organized even discussion yeah option wa mommy always told enter chat room went wherever saw fire guy map sound good gon na agree least people chill already sang probably cant wait game come store gon na big party place better show since much knowledge tell wont sleeping next couple month look like got sweet right nope got better party game time bad smoky bear wa part forest done burnt fail ill get big middle chunk got middle forest chunk went wherever saw fire guy,2,12.009756097560976,38.0,0.029411764705882353,0.006242197253433208,0.009861932938856016,0.005747126436781609,0.10658536585365852,0.7217073170731709,0.1473170731707317,0.04274146341463415,1.3157894736842106,0.05263157894736842,0.0,0.5789473684210527,0.05263157894736842,0.23684210526315788,0.18421052631578946,0.10526315789473684,0.07894736842105263,0.2631578947368421,0.13157894736842105,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0
15-3,let get forest fire engine get house one helicopter get left large forest one right large forest fire truck one helicopter take upper house left forest right forest finally lower house see place claim got right forest hover blue tower yeah tower keep quadrant quadrant fine help someone else keep eye take house helicopter forest got top house zoom completely see everything forest fire help fine top right sure else everyone help go far forget section right yes agree see everything cool think good agree paying attention weed win wind sorry think pay attention tower helicopter move faster truck house main base like also like better even though smaller agree yeah try wind direction zoom center right house actually helicopter would better refueling would truck better bottom left truck fine yes go far return easily actually full think matter go far get fire begin stay close area rather tower go b yeah agee roaming helicopter help wherever roam two come wherever press kay forget fuel run cant un think went erratic wa fun let get forest fire engine get house think pay attention tower forget fuel run,2,12.010180995475114,49.0,0.02534562211981567,0.012629161882893225,0.01950354609929078,0.012471655328798186,0.050038461538461546,0.7016346153846152,0.24834615384615377,0.1646365384615385,1.489795918367347,0.3469387755102041,0.0,0.5102040816326531,0.061224489795918366,0.3469387755102041,0.1836734693877551,0.0,0.16326530612244897,0.3469387755102041,0.08163265306122448,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0
321-3,stay case anything break cover area forest house aware fuel level sure tactical movement hell bear anybody low fuel wa somewhat everybody stayed fairly close water supply left vehicle training run use one anybody assigned engine cover area th neighborhood bottom need somebody lower left mean right fuel level good think fuel level whole group,2,12.041666666666666,18.0,0.0,0.0016666666666666668,0.001953125,0.0018248175182481751,0.09677777777777778,0.8627777777777778,0.04044444444444444,-0.04638888888888888,1.6666666666666667,0.05555555555555555,0.0,0.5555555555555556,0.0,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310-2,howdy well helicopter seem would probably best access farther area fire truck congregate closer tower howdy er fire also seem spread rapidly second new one ah yes later stage burning seem invulnerable time wasted fire already going ca tell right doe seem anyone else fire require people extinguish may wrong case aye also health reach die right hand side unit health sweat orange arrow sure smoke rising entirely sure also fuel level deplenish see one also going assign region ca see one may client side bug howdy alright one truck stick tower float roger fore oh also keep eye health dire e someone vehicle town fire w dag appreciation fire department fire much actually start funeral plan think ash scattered already though already truck alright howdy last time handle multiple eruption well aye think could improve zoning making way fir maybe could cover corner tower leaning towards center congregate towards middle fire erupt truck grab south west north west since forest village truck extinguish faster much extinguish east grab north east since north east also afraid call help fire get big already ne alright sound good quick getting forest fire though also fire village meet extinguish someone call wind change watch nonstop alright south south east make motivational speech getting close believe listen fighter fire people save stop want see around want see fire go people saved make minus go roll keep good work truck give last tree stand well still group well group forest corner select move select move keeping group village much fun right poor creature aye someone play tap tree feel bad em job,2,12.05,96.0,0.03372681281618887,0.023612750885478158,0.03367003367003367,0.022222222222222223,0.06389583333333333,0.8036770833333331,0.11159374999999999,0.036007291666666656,1.1145833333333333,0.13541666666666666,0.0,0.5208333333333334,0.09375,0.34375,0.052083333333333336,0.010416666666666666,0.041666666666666664,0.20833333333333334,0.052083333333333336,0.0625,0.03125,0.041666666666666664,0.07291666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-4,hello fire sir look helicopter big city make sure every one spot control fire guess need help team wake p many vehicle every one control yes make sure every one spread helicopter engine wind effect fire good yes take step wind know yes wind keep screen zoom easy see fire every good work hungry game,2,12.057692307692308,26.0,0.017543859649122806,0.0044444444444444444,0.008583690987124463,0.004464285714285714,0.11361538461538462,0.6939615384615384,0.15396153846153846,0.06659230769230769,0.8846153846153846,0.15384615384615385,0.038461538461538464,0.46153846153846156,0.0,0.07692307692307693,0.0,0.0,0.0,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-4,help reen froze tell guy fire guess sound good yes previous strategy start min ha area ill take whatever left think one u see area control ask help becomes uncontrollable selected accidentally extra truck helicopter ready got left middle bottom west village left dang bottom right reen froze tell guy fire think one u see area control ask help becomes uncontrollable,2,12.08695652173913,21.0,-0.0,0.0,0.0,0.0,0.03669565217391304,0.7707826086956523,0.1924782608695652,0.0809,1.0476190476190477,0.19047619047619047,0.0,0.7142857142857143,0.0,0.19047619047619047,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.19047619047619047,0.0,0.047619047619047616,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.047619047619047616,0.0,0.0,0.0
24-1,think pretty good way harder training yea know right fire house agreed hank goodness think pretty good think agreed though thats u truck go fast yea want section ha lower left ha top right ha lower right take top left ha top right think people yes count section see read need help best help upper right right sorry upper left well got half min fire coming upper right let fire start sec nothing south speed right south speed let know wind change still south speed ha picked little wind ha wind direction south speed wind ha gone light blue wind speed ha gone back wind direction north speed still low well quickly real wa good darn fire real ha lower left ha top right ha lower right take top left right sorry upper left,2,12.131868131868133,46.0,0.0,0.001589825119236884,0.0018018018018018018,0.0011750881316098707,0.06806122448979592,0.7274081632653061,0.18412244897959187,0.0846857142857143,0.8695652173913043,0.1956521739130435,0.0,0.782608695652174,0.021739130434782608,0.32608695652173914,0.17391304347826086,0.10869565217391304,0.0,0.17391304347826086,0.06521739130434782,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-1,guess chicken butt west name girl living material world thats true wind blow fire ah sick burn wa intense yo go somewhere need doe apply definition must people west mountain home full blown shanty town like village winning met though nice lady said nice lady compliment absolutely neighboring truck better distribution resource focus wind direction cutting spread fire need use boat better thing ever said anyone throw must overdose swag tho never forget let go butt alright well decided none help silly psych experiment end early top right kangaroo court call objection whats whats box learning well focus credit score soon soon zombie trend better twilight guess absolutely neighboring truck better distribution resource,2,12.180878552971576,42.0,0.018018018018018018,0.009933774834437087,0.014150943396226415,0.006864988558352402,0.04102325581395349,0.7402093023255815,0.21876744186046512,0.12374651162790698,1.2142857142857142,0.11904761904761904,0.0,0.47619047619047616,0.09523809523809523,0.30952380952380953,0.09523809523809523,0.0,0.023809523809523808,0.07142857142857142,0.07142857142857142,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0
310-3,hello everyone good idea u truck ca exactly tell yet water supply thought think assign region especially truck go lower middle portion truck supposed chat min think wa pretty organized guess yea wa flying like way across truck slow might best assign smaller information via chat box think good idea truck corner need thanks spread extremely fast neither ca manage keep eye wind either focus water supply little village near water tower address question accordingly wonderful nice speech plan control vehicle forgot get one think new career option thought wa truck town ca even see fuel lever level agreed,3,12.1875,32.0,0.010224948875255624,0.0,0.008532423208191127,0.006729475100942127,0.00746875,0.7512187500000002,0.2413125,0.18734062500000004,1.125,0.25,0.0625,0.375,0.03125,0.28125,0.15625,0.03125,0.03125,0.28125,0.1875,0.03125,0.03125,0.03125,0.125,0.0,0.03125,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18-3,yes see four section like training video however may better team two upper left section perhaps take bottom right quad water tank size chopper go wood top right fire dont say yeah well lost half village bottom right fire middle oh wait thats fire like beach fake shark fin fire top right middle big middle right let save forest people much map area mean might best thing yes let use four vehicle get away click drag want use together sound good want quad quad seen fire break village forest fire jump quiet big fire bottom right may better use vehicle together want chat need help see portion map area completely screen village mor ouch mid however may better team two upper left section take bottom right quad,3,12.211091234347048,41.0,0.026455026455026454,0.005787037037037037,0.009823182711198428,0.006105006105006105,0.047674418604651166,0.7939069767441862,0.1584186046511628,0.10891162790697673,1.3170731707317074,0.2682926829268293,0.0,0.3902439024390244,0.024390243902439025,0.3170731707317073,0.07317073170731707,0.04878048780487805,0.04878048780487805,0.1951219512195122,0.04878048780487805,0.14634146341463414,0.0,0.0975609756097561,0.0975609756097561,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-4,take south area cool ha north east truck copter thought dead right get um doe even mean take south need two south region people well stop cause reason sort shelter popular thought tragic event think people dont live house live shack burn village people north people need step territory dead epic suck doe fire spread knew going say something like typical mean b guess could say use vehicle yeah split territory better suggestion someone type fire everyone jump spot fill stay middle oh god try even attention map conversation oh god cool stay either near water tower middle map doesnt least know stupid people dont sad ready next wave let kick butt yeah buddy yeah north man wind thing north order ion court ion chemistry good get gold star wow total b yet soon enough see zombie man much better fill stay middle,3,12.212121212121213,65.0,0.02102803738317757,0.011002444987775062,0.018367346938775512,0.010285714285714285,0.11098484848484846,0.7475151515151516,0.14150000000000001,0.03928333333333334,1.0307692307692307,0.13846153846153847,0.0,0.49230769230769234,0.015384615384615385,0.1076923076923077,0.06153846153846154,0.015384615384615385,0.015384615384615385,0.09230769230769231,0.046153846153846156,0.09230769230769231,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0
14-2,hello game plan sound good truck truck south good truck north south ill take south truck south first south wan na take left right ill take south right guess truck south anyone need help help yes get help last time good vehicle truck take bottom right bottom left bottom right top left yes take south take north everyone clear north south team specific left right yes sound good stay bottom right state new position right bottom truck good communication got minute true everyone pay attention communicate great starting need help yeah awesome thats wa thinking ut got,3,12.234432234432234,39.0,0.02158273381294964,0.006984866123399301,0.010327022375215147,0.01,0.03084615384615385,0.668025641025641,0.3011282051282051,0.22421538461538462,0.8461538461538461,0.23076923076923078,0.0,0.7692307692307693,0.05128205128205128,0.1282051282051282,0.15384615384615385,0.02564102564102564,0.0,0.10256410256410256,0.02564102564102564,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435-1,strategy something guess could take like video cool take forest right wow quickly big area stay middle wow maybe could divide screen half two people stay top two bottom supporting bottom half feel like game made failure true story men want watch world burn might explain spread fast guess would define able competently maybe professional success able problem solve work well condition knowledge task tool make task happen condition bit vague term yeah work would think order improve professional success would need improve area improve information available improve tool available gain understanding aka go pay school yes boom oh like boom appreciation sure got bottom fix need bad call cool ai nobody got time well thankfully burned lot look cool take forest right big area stay middle wow maybe could divide screen half two people stay top two bottom supporting bottom half got bottom,3,12.282926829268293,36.0,0.02040816326530612,0.006657789613848202,0.009708737864077669,0.006188118811881188,0.02302439024390244,0.6609268292682927,0.31604878048780494,0.2612512195121951,1.5,0.3333333333333333,0.0,0.8055555555555556,0.05555555555555555,0.25,0.08333333333333333,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.0,0.1111111111111111,0.19444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-1,section guy want ill take right let put baby get instructor sorry think make issue better area want ill take bottom left sound like plan anyone need assistance type help wish could hold water slow true helicopter think name funny look like help lower left nope good job welcome well sory sorry ill take right ill take bottom left,3,12.296296296296296,25.0,-0.0,0.0,0.0,0.0,0.19285185185185186,0.640037037037037,0.16711111111111113,0.05337777777777779,0.8,0.36,0.0,0.52,0.0,0.08,0.08,0.04,0.0,0.2,0.08,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2-4,hey fire cant move type something computer said try tell fire cool task procedure ill take middle helicopter move faster mine middle caught fire yet thanks think spoke soon ill take middle,3,12.31578947368421,18.0,-0.0,0.0,0.0,0.0,0.08894736842105262,0.7031578947368421,0.20789473684210527,0.011131578947368416,1.0,0.1111111111111111,0.0,0.2777777777777778,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435-2,good idea click every vehicle find good awesome click every vehicle find,3,12.333333333333334,5.0,-0.0,0.0,0.0,-0.0,0.0,0.5853333333333334,0.4146666666666667,0.25095,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414-3,yeah working divide area three part maybe something like three village work together forest fire middle left village fire fire middle spreading south make group professional success typically highest level achievement something condition constantly making effort improve one ability something order maintain high level achievement also necessary knowledgeable task job hand nan nan nan professional success respect game would complete fire however unrealistic expectation believe village fire forest fire would realistic feel feel uninformed still working bottom left top left gon na stay top left someone else need help leave area return fire everyone go help unless get control got group help center divide area three part maybe something like three village work together forest gon na stay top left someone else need help leave area return fire,3,12.336363636363636,26.0,0.0,0.001177856301531213,0.0022675736961451248,0.0014858841010401188,0.07166666666666667,0.7735333333333334,0.1548,0.15177,2.3846153846153846,0.5,0.0,0.5769230769230769,0.15384615384615385,0.46153846153846156,0.11538461538461539,0.0,0.15384615384615385,0.11538461538461539,0.11538461538461539,0.0,0.0,0.19230769230769232,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
301-4,well depressing ignore mass burned forest watch building north east yep burn baby burn yep people game truck helicopter break map four section help something big break something big break send truck hack minute left take section bottom right thanks double switching two awesome try keep left,3,12.349206349206348,18.0,0.02531645569620253,0.0024009603841536613,0.0035778175313059034,0.006230529595015576,0.041666666666666664,0.6924444444444444,0.26583333333333337,0.12915555555555555,1.1666666666666667,0.0,0.0,0.5,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.0,0.05555555555555555,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17-2,hi none try another vehicle oh still nothing sound like safe bet yea probably map small guy yea keep accidentally probably get bigger see fire sit wait see wow totally got lucky chose right one fuel level hopefully work well side screen show vehicle take top right sorry someone need take top left protect city first foremost sound good b yea go maybe put fire way doe temp bar mean anything ah oh well dang went fast dang see nope see circling sorry lost truck hey guy think much closer tree yea wa awesome think fir truck carry water th faster yea divide truck agree maybe th think wa really saving last fire yea figured well know like one tower way top right nothing house time yea definitely need stay house supposed truck going b closer instead way top b going focus main forest area part work focus truck hope fire make sense think replace truck last time go guy everyone ready let really mine showing northwest actually north anything b yea cut rest die look like anyways still see compass good compass showing south showing southeast prob sorry knew would able get time truck slow next minute huge fire going break protect house definitely puppy fast wind showing north west holy save farm c ti deal sympathize yea definitely need stay house going b closer instead way top b going focus main forest area part work focus protect house,3,12.408791208791211,86.0,0.030575539568345324,0.019036954087346025,0.029982363315696647,0.02035928143712575,0.05369230769230769,0.74189010989011,0.14946153846153848,0.09658461538461538,1.0813953488372092,0.12790697674418605,0.0,0.5465116279069767,0.12790697674418605,0.32558139534883723,0.08139534883720931,0.023255813953488372,0.03488372093023256,0.22093023255813954,0.06976744186046512,0.011627906976744186,0.05813953488372093,0.023255813953488372,0.011627906976744186,0.0,0.0,0.0,0.0,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0,0.011627906976744186,0.0,0.011627906976744186,0.0
24-2,fire win already believe let getting top yes yes wouldnt stop spreading computer cheating fire truck slow dont hold enough water think yes agreed pretty good fast fire wa spreading get fire faster buy upgrade bigger water tank yea section get hand nearby help need join fire ill take lower left going upper right person short thought wa see everyone move position yes lower left dont matter win everyone keep eye wind right let fire one worst game yes member water tower fire start random go wind compass wind direction nothing guess one experiment thing yes great job came fire station burnt city feel sorry live ill take lower left going upper right,3,12.452205882352942,46.0,0.013368983957219251,0.006385696040868455,0.008361204013377926,0.00563063063063063,0.13718750000000002,0.6728958333333331,0.1899375,0.0315375,1.0869565217391304,0.1956521739130435,0.0,0.41304347826086957,0.10869565217391304,0.13043478260869565,0.06521739130434782,0.0,0.021739130434782608,0.15217391304347827,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23-2,hi see fire screen froze maybe phase wasnt engine middle forest cant pick engine ready go trying stay middle screen engine water helicopter fire die pretty fast already burned area nope lot left burn think pretty good bigger village still standing like helicopter engine kind rush fire biggest many helicopter many engine cover every part one maybe second one yest helicopter cool thanks least engine hard part map yet scenario different next game forest density location village different yes wa observing wind effect much ne think observing wind help maybe position joker vehicle according wind direction stress time hey homer saw coming fire south love u helicopter trying stay middle screen engine water helicopter ne,3,12.455598455598455,35.0,0.01904761904761905,0.005069708491761723,0.007233273056057866,0.005997001499250375,0.04127027027027027,0.794027027027027,0.1647027027027027,0.11989729729729728,1.6571428571428573,0.05714285714285714,0.0,0.6,0.2,0.2857142857142857,0.05714285714285714,0.02857142857142857,0.11428571428571428,0.11428571428571428,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8-4,hi nothing divide section future see say go free let divide many u upper left sure thing show nowhere house use arrow key scroll across page well yeah feel way wa organized think could divided effectively giving certain people house forest instead truck water faster dont know would effective wonder would happen let burn alright sure constant patrol top left paying attention wind speed neither gon na buy psych game face one zee bout time chap good one thank smoky war eagle use arrow key scroll across page giving certain people house forest instead,3,12.491452991452991,34.0,0.018404907975460124,0.007957559681697613,0.010380622837370242,0.007228915662650603,0.035777777777777776,0.7808055555555556,0.18341666666666667,0.10210555555555555,1.1176470588235294,0.23529411764705882,0.029411764705882353,0.5,0.08823529411764706,0.17647058823529413,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.08823529411764706,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0
401-1,need help yeah big fire end broke together put major damage yeah definitely true pretty much everything half way got upper left sound good got worried second problem wa good moment known huge one would erupt area cause like two small one big fire end broke together put major damage got upper left,3,12.538461538461538,11.0,-0.0,0.0,0.0,0.0,0.12330769230769231,0.47961538461538455,0.39699999999999996,0.18560769230769233,1.6363636363636365,0.18181818181818182,0.0,1.2727272727272727,0.0,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.0,0.0,0.09090909090909091,0.0,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7-2,get bottom left two engine helicopter village safe great way spend afternoon finger crossed seriously sign real thing territory got top right water good fire husband wa modern warfare well go bunker experiment really lost cause two min many ha ha everything wa done chat box ah team effort someone need help ask dangerous place ca let burned time need water tower feel like specialized knowledge even pay attention wind wa little serious little game anyone want start party solo cup going reading everyone chat poor sap well put forth best effort would worth hand degree going let village burn going let burn thanks try heck area people got top right lived college party long time ago selected engine following around bug ya hi go house ca zoom see going look like forest gone get bottom left got top right ca let burned time going let village burn going let burn top right,3,12.562888198757765,51.0,0.026058631921824105,0.009626955475330927,0.016666666666666666,0.0098159509202454,0.050357142857142864,0.7875535714285714,0.1442142857142857,0.10027500000000003,1.0588235294117647,0.39215686274509803,0.0,0.5882352941176471,0.1568627450980392,0.11764705882352941,0.17647058823529413,0.11764705882352941,0.0392156862745098,0.058823529411764705,0.0784313725490196,0.0392156862745098,0.0,0.0392156862745098,0.09803921568627451,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-4,take house water station take north truck north take upper right let move toward top last time wa successful take top right someone need bottom left top right yes way land good deal clear stay right top right switch good everyone aware shall successful time pay close attention everyone aware,3,12.571428571428571,21.0,0.08,0.002564102564102564,0.004149377593360996,0.0031397174254317113,0.041095238095238094,0.6766190476190477,0.2822857142857143,0.14116190476190477,0.9047619047619048,0.14285714285714285,0.0,0.9047619047619048,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-1,look like fire tried catch u sleeping come really seem anything one spreading fast want put two high two low two cover top half two cover bottom half want stick together like idea work stay south think yes agree pay attention wind enough last time let lock load second southeast yep hard anyone would choose live place like catch fire easily beyond wa blaze two cover top half two cover bottom half want stick together work stay south agree pay attention wind enough last time,3,12.575757575757578,19.0,0.0064516129032258064,0.003898635477582846,0.0036231884057971015,0.003316749585406302,0.035227272727272725,0.7861818181818182,0.17854545454545453,0.13497272727272727,1.4736842105263157,0.05263157894736842,0.0,1.0526315789473684,0.10526315789473684,0.42105263157894735,0.21052631578947367,0.10526315789473684,0.0,0.21052631578947367,0.3157894736842105,0.10526315789473684,0.0,0.3684210526315789,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414-1,see anyone oki agree person four tool use dont use one select press make group fire top please select vehicle fire fast fire top right select vehicle press make group first select f please see fire coming game play know play work like team condition person know knowledge basic skill control f group respect game suggestion little know make f work group see fire fighter move game press left mouse make select box make sure f box select f press fire coming nan top left bottom mid village select f press hold press make group b great nan select press make group select vehicle press make group first select f please press left mouse make select box make sure f box,3,12.607287449392713,34.0,0.21428571428571427,0.0038860103626943004,0.005905511811023622,0.003601440576230492,0.05439473684210527,0.7772631578947368,0.1420263157894737,0.06501578947368421,2.0294117647058822,0.058823529411764705,0.0,0.7647058823529411,0.058823529411764705,0.11764705882352941,0.08823529411764706,0.0,0.0,0.35294117647058826,0.029411764705882353,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401-3,professional success wa u saving majority village saving seeing help see whole village help u put fire use scroll thing mouse ill take upper right saving seeing help ill take upper right,3,12.8,6.0,-0.0,0.0,0.0,-0.0,0.11549999999999999,0.61375,0.27075000000000005,0.18627499999999997,2.3333333333333335,1.0,0.0,1.1666666666666667,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-4,take burn area group house take lower right area need people stick specific area sorry guy eye overwatch fire large bottom left good job getting right side two set fire upper right good job ugh hate able help major fire center section house fire right side good job much time left good job getting house lower left upper right helicopter get help time way forest area cover time keep thing guy see whole screen think control helicopter time around maybe double ability put fire difference speed water capacity helicopter fire engine carry water carry water got thats good know agreed great job take burn area group house take lower right area need people stick specific area way forest area cover time keep thing,3,12.854166666666668,28.0,0.021505376344086023,0.013071895424836602,0.013303769401330377,0.013215859030837005,0.07771875,0.7151875,0.20709375000000002,0.077553125,2.2142857142857144,0.21428571428571427,0.0,1.0357142857142858,0.07142857142857142,0.10714285714285714,0.21428571428571427,0.0,0.0,0.25,0.03571428571428571,0.10714285714285714,0.10714285714285714,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-4,done watch yes let make sure share area one fire spot take one one make sure stay one north yes make sure doe fight one spot together fire spot think beware wind much fight fire wind doesnt spread much north one south south need help side north get north make sure stay one north think beware wind much fight fire wind,3,12.857142857142856,19.0,0.0,0.0,0.002150537634408602,0.0013869625520110957,0.0609047619047619,0.6877619047619048,0.2513333333333333,0.06521428571428571,1.1578947368421053,0.47368421052631576,0.0,0.631578947368421,0.0,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.0,0.21052631578947367,0.0,0.10526315789473684,0.0,0.3684210526315789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-3,need divide dont end fire ill take square forest yeah helicopter see like fire one section help good thing arent actual fire fighter yeah ill take bottom right yeah yeah might done forgot click chat button actually think like default game sweet count thats four let play careful fuel level dont outgo boundary much car running still gas,3,12.857142857142858,17.0,0.014354066985645933,0.0039011703511053317,0.005870841487279843,0.0048,0.052647058823529415,0.5757058823529411,0.3716470588235294,0.17981176470588234,1.3529411764705883,0.23529411764705882,0.0,0.7058823529411765,0.058823529411764705,0.29411764705882354,0.0,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
