,words,category,SA Average,Total Turns,Message Frequency Sim 0,Message Frequency Sim 1,Message Frequency Sim 2,Message Frequency Sim 3,Sentiment Negative,Sentiment Neutral,Sentiment Positive,Sentiment Compound,NN,VB,CC,JJ,VBG,RB,VBD,VBN,JJS,VBP,IN,NNS,JJR,CD,MD,UH,WP,WRB,FW,DT,RBR,VBZ,TO,PRP,WDT,NNP,RP,RBS
414-4,yep help side neither spread pick area going fire,1,0.0,4.0,0.0,0.001893939393939394,-0.0001,0.0,0.0345,0.597,0.3685,0.08947499999999999,1.0,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411-4,double kill well wood pretty much gone house left half forest gone fired well professional success ability professional electrical engineering major built radio today minute yet guy exactly refer instruction pamphlet show time good pay also help work hard get payed minimum wage give minimum work engineering like wood time doe best buy close woman tell everyone wa first thing head long round,1,6.130434782608695,23.0,0.01694915254237288,0.002320185614849188,0.00423728813559322,0.00273224043715847,0.021782608695652173,0.8275652173913043,0.15065217391304347,0.15727826086956523,1.0869565217391304,0.17391304347826086,0.0,0.5652173913043478,0.0,0.34782608695652173,0.043478260869565216,0.21739130434782608,0.08695652173913043,0.17391304347826086,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439-2,yes good idea bottom left yes condition professional success focus dedication consistency sound good true think wow yes wa looking,1,6.25,12.0,-0.0,0.0,0.0,0.0,0.0,0.60375,0.39625,0.3119083333333333,0.5833333333333334,0.0,0.0,0.5,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15-2,ill take upper house ill take lower part forest dont think easier truck stay house watch house forest ill bottom forest yea ill watch right house ill watch middle also ill try stay bottom right side water cant also middle bottom forest,1,6.428571428571429,14.0,0.0,0.015625,0.0020408163265306124,-0.0001,0.16599999999999998,0.6497857142857144,0.1842142857142857,-0.09675714285714286,1.3571428571428572,0.21428571428571427,0.0,0.6428571428571429,0.0,0.14285714285714285,0.0,0.0,0.21428571428571427,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14-3,hey take north yea got north ill take north house truck truck north take upper left right think top next fire stay bottom one stay bottom take top left think left right big fire middle help top right suggestion like since get time plan probably wo time game min left sure lot fire oh,1,6.545454545454545,22.0,0.017777777777777778,0.004711425206124852,0.008350730688935281,0.03305785123966942,0.035454545454545454,0.8962727272727274,0.06831818181818182,0.05170909090909092,0.9090909090909091,0.18181818181818182,0.0,0.6363636363636364,0.0,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.0,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-2,split thing better time yeah stay close water tower move location one time fire truck helicopter look like fire,1,6.6,5.0,-0.0,-0.0,0.0,0.0,0.10900000000000001,0.7246,0.16640000000000002,0.15152,2.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414-2,see fine either professional success alert attentive getting job done timely manner alert toe nan feel game sorry think change feel uninformed also keep trying make group allow got middle bottom,1,6.6,10.0,0.0,0.0011947431302270011,0.002127659574468085,0.0,0.05569999999999999,0.8492999999999998,0.095,0.04220999999999999,1.1,0.3,0.0,0.8,0.2,0.1,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406-4,sound good fire yeah saw one yeah absolutely thrilling best fire fighter ever apparently totally see time go exploring wa serious fire lot area last time work find water tank fuel mean already got water helicopter training session sure wa ya look way maybe extinguish perimeter first best whatever condition professional success motivation teamwork also important following rule getting along going beyond always right thing improving interact work fellow employee big part successful yes agreed think covered think plan wa good focus perimeter first yeah doe seem way chat also seem take show second mean time start game wow two red fire engine time experiment anything possible bottom right like two engine one sure,1,6.934210526315789,38.0,0.02099737532808399,0.009422850412249705,0.016985138004246284,0.027777777777777776,0.03147368421052632,0.7426578947368423,0.22586842105263158,0.18785000000000002,1.1578947368421053,0.15789473684210525,0.0,0.5,0.18421052631578946,0.47368421052631576,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.13157894736842105,0.05263157894736842,0.02631578947368421,0.0,0.10526315789473684,0.0,0.0,0.02631578947368421,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411-2,clever observation occasion got de middle think phew wipe sweat brow want start major slow clap think ha lot team working well together communicating well painted stuff think ha minute nan thought money important doe make successful job excuse spelling math mine art two two ruck truck dude figured select multiple hold mouse button move want control hungry oh assume woman death select lying around hold mouse button move want control,1,7.061538461538461,38.0,0.020895522388059702,0.008771929824561403,0.01282051282051282,0.009114583333333334,0.08074358974358975,0.7578974358974359,0.16141025641025641,0.028212820512820497,0.7631578947368421,0.02631578947368421,0.0,0.34210526315789475,0.10526315789473684,0.13157894736842105,0.07894736842105263,0.02631578947368421,0.0,0.18421052631578946,0.07894736842105263,0.02631578947368421,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438-3,much water doe tank hold nothing helicopter fun get like fire half either terrible speed like make sense left truck linger area lot fire pop helicopter make trip faster tower city many player game many truck many helicopter one truck three u lookout house burn soon already full may better wait near something burn rather tower house left top right top right although cant complex without gaming experience sudden involved thought chill unburned area case another breakout view success everything closer goal set guess condition sort thing need place succeed like ca professional success without drive reason agree improve success setting clear goal timetable sort follow reasoning full considering pro con situation yeah also money let real hard get anywhere without matter good intention smart right easily fall behind stay informed sum game going start minute ready would go ahead zoom see whole map familiarize house middle good idea fire doe seem start burned area shift attention green unburned house think like four u vehicle moving bunch mid bottom house ugh well think saved majority watch burn right go wow wow quit sorry citizen sorry forest better luck next time,1,7.186274509803922,51.0,0.031496062992125984,0.009937888198757764,0.017817371937639197,0.009184845005740528,0.08009803921568627,0.7288627450980392,0.19103921568627452,0.11380392156862745,1.7254901960784315,0.11764705882352941,0.0,0.6470588235294118,0.11764705882352941,0.23529411764705882,0.0392156862745098,0.09803921568627451,0.0,0.27450980392156865,0.19607843137254902,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321-4,want section look way seem far may strictly necessary say something someone stay close lower town could tough nan think quiet home stretch guy long doe session go ditto guess question wa really process anything need one either nan anything anyone feel add yeah bit trouble yes alright b next question think think wa good point b c went together guy satisfied oh man fuel going whole time stay upper left unless someone need support alright go pick right vehicle tell one experimenter cause good pilot call know long one go people safe,1,7.222222222222222,45.0,0.015384615384615385,0.007246376811594203,0.010582010582010581,0.007633587786259542,0.018222222222222223,0.8387111111111112,0.14306666666666665,0.08439777777777778,0.7333333333333333,0.1111111111111111,0.022222222222222223,0.37777777777777777,0.022222222222222223,0.24444444444444444,0.08888888888888889,0.0,0.0,0.2222222222222222,0.044444444444444446,0.06666666666666667,0.022222222222222223,0.06666666666666667,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428-4,sup see dont see fire rest ha already whats didnt notice thats thought successfully task guy comedian professional clown lost conversation still lost one ha urinate one help got one think instructor hot even backside saying middle fire suck let burn rather pour salt snail rest ha already,1,7.431818181818182,21.0,0.021164021164021163,-0.0004,0.008620689655172414,0.004889975550122249,0.14254545454545456,0.7346363636363636,0.12281818181818181,-0.026031818181818187,0.8571428571428571,0.0,0.0,0.47619047619047616,0.047619047619047616,0.2857142857142857,0.23809523809523808,0.0,0.0,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0
352-4,agreed got fail definitely really told thing somewhat organized try give truck space cover helicopter yeah thats good idea instead everyone going everywhere middle yeah wa big problem whole refueling thing think way would work yeah sound good helicopter middle alrighty ready dont one time lovely wa great start yeah think yep well thats unfortunate hate game conspiracy helicopter middle,1,7.478571428571429,27.0,0.023809523809523808,0.00315955766192733,0.0036363636363636364,0.0025284450063211127,0.10871428571428572,0.63725,0.2540357142857143,0.08496071428571426,0.8148148148148148,0.1111111111111111,0.0,0.5925925925925926,0.07407407407407407,0.3333333333333333,0.07407407407407407,0.037037037037037035,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419-4,sound good fire come mine wander fireman get waiting fire start inside car one side car another death saving forest guess thats sitting psychology fire improve professional success bind b saying college else sound good improve better living always help better anything stress help mean strategy fire could divide map region dont let town burn get wind speed thats wa successful could divide map region,1,7.555555555555555,35.0,0.01048951048951049,0.0036809815950920245,0.005484460694698354,0.004531722054380665,0.08991666666666667,0.7659444444444444,0.14411111111111113,0.045147222222222214,0.7714285714285715,0.22857142857142856,0.0,0.22857142857142856,0.11428571428571428,0.11428571428571428,0.0,0.0,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.05714285714285714,0.0,0.0,0.0,0.0,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321-1,easy fire b going section much town dont speed fire truck way water tho holy every one take corner well helicopter need take area farthest away water tower ruck stay near tower dont forget zoom game doe like scroll middle forest wow try get ahead rather fight burning flying helicopter people well easy yeah trying get ahead fire really try game doesnt spread b oh get ahead fire helicopter need prevent spread truck need put screen still see start point yeah good every one wind top right chat instead chat box hit c helicopter pilot press h cant move yeah somehow got helicopter host h nice troll squad middle right bout go get lunch done,1,7.581818181818182,55.0,0.023752969121140142,0.011876484560570071,0.020080321285140562,0.012315270935960592,0.060127272727272724,0.670290909090909,0.23321818181818182,0.06823090909090908,0.9818181818181818,0.12727272727272726,0.0,0.2909090909090909,0.07272727272727272,0.2545454545454545,0.03636363636363636,0.03636363636363636,0.01818181818181818,0.05454545454545454,0.03636363636363636,0.03636363636363636,0.0,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.0,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319-2,ill take house north move much faster fire truck pretty decent amount wa wondering wa top left think yeah need spread got north east work best yeah gon na stay around top doe stand much either village gone little bit village left anyways work yeah middle well forest gone gon na go yeah big deal exactly fault truck helicopter dont hold much water yeah cant put enough cause dont enough water thats good idea stay around forest two think big fire always move try venture far forest ill take wherever covered gon na another big center map agreed think need keep bottom half look like gon na lot yes thats biggest village dont think think bail top left protect bottom cause small yes definitely right fire elsewhere take priority true dont understand wind thing guess tell u direction got oh bout start get ready right go go go someone ha two vehicle one good start cause burned everything think top left think big one yeah thats right tue good bout get right fuel thats water fuel land fuel oh tango yeah doe fire last game wa worse,1,7.616071428571429,80.0,0.015,0.007042253521126761,0.011278195488721804,0.006802721088435374,0.060787499999999994,0.7470999999999999,0.19211250000000002,0.07327250000000003,0.8125,0.0875,0.0,0.425,0.0125,0.25,0.1,0.05,0.05,0.225,0.05,0.075,0.025,0.05,0.0,0.025,0.0,0.0,0.0,0.025,0.0125,0.0125,0.05,0.0,0.0,0.0,0.0,0.0
411-3,bottom top ill get house bottom much fire let someone know tackle together also think fire move direction wind new direction right wind south wind east north one sit middle forest area cool thanks bien great say double helicopter mid forest house bottom right watch wind move direction thanks help one place refuel gas wind moving south mid fire think need hit edge wind go towards pretty sure would work better would make world place believe thats everybody know task doe effectively shed one tear true game ha think bottom first step good communication team work help learning mistake word work money enjoyment mostly money two minute school strong suit min bottom left word second doe someone homer truck wind south block fire start south edge fire wind move south east get sad day ill get house bottom,1,7.622222222222222,44.0,0.026515151515151516,0.016489988221436984,0.026465028355387523,0.03070175438596491,0.09006666666666667,0.8059777777777778,0.10397777777777777,0.029004444444444447,1.5,0.25,0.0,0.5,0.045454545454545456,0.13636363636363635,0.11363636363636363,0.0,0.045454545454545456,0.1590909090909091,0.11363636363636363,0.09090909090909091,0.0,0.09090909090909091,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0
329-3,hello nothing fire go dont even know team oh gosh thought wa got got good work town left stove roof fire see oh forest dead true really ask information along pretty well think pretty organized probably could split little better got sometimes next game could improve decide take section yeah big outbreak mid everyone definitely need help alternative team chosen task performance procedure long like four northwest one time spot question need discus actually pretty fun game one minute til start alright cool let roll tide automatically thought wa think like minute left got bottom mid town supposed homer oh gosh never mind mine yeah big outbreak mid everyone definitely need help long like four northwest one time spot,1,7.68076109936575,41.0,0.015337423312883436,0.008025682182985553,0.008880994671403197,0.00819672131147541,0.037976744186046504,0.8144651162790697,0.14755813953488373,0.13703953488372092,0.926829268292683,0.24390243902439024,0.0,0.4146341463414634,0.0,0.4634146341463415,0.1951219512195122,0.07317073170731707,0.07317073170731707,0.14634146341463414,0.14634146341463414,0.0,0.04878048780487805,0.12195121951219512,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352-1,helicopter top sound good exciting favorite game got exciting upper right yeah tank run fast suck true would possible contain top really gave mostly wa organized yeah tried helicopter hold water truck true yeah helicopter truck side huge map split sound good try better game world ready min sec doe helicopter dont think let go north ever direction wind blowing get side fire first wood copter think click moving go little faster suck think impossible good game temp going wow half tree gone doe helicopter dont think think click moving go little faster,1,7.7,38.0,0.014084507042253521,0.006112469437652812,0.009025270758122744,0.006150061500615006,0.050124999999999996,0.6689250000000001,0.28095,0.144685,0.8947368421052632,0.18421052631578946,0.0,0.6578947368421053,0.15789473684210525,0.18421052631578946,0.07894736842105263,0.07894736842105263,0.0,0.13157894736842105,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435-4,put fire yes could take village bottom right ha yeah strategy take bottom left nobody panic yes go team fail true story lost vehicle helicopter two helicopter wind direction thing prevent forest fire yep set fire rain double agent professional success reaching professional status team think yep condition still wait yes knowledge motivation suggestion yep work self situation yeah yep ca move green thing screen still ca move yes fixed ai nobody got time attack forest woo moo doe yes could take village bottom right,1,7.714285714285714,51.0,0.02109704641350211,0.006180469715698393,0.009174311926605505,0.006075334143377886,0.06744230769230769,0.6698076923076923,0.24351923076923074,0.07939230769230769,0.8823529411764706,0.09803921568627451,0.0,0.19607843137254902,0.0196078431372549,0.0784313725490196,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.058823529411764705,0.0196078431372549,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0784313725490196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438-4,sound good sorry going crazy moment wa kind game would bit involved wa kind wow chance yet maybe ha something u talking much real though got lot wow studied raid think stole one mine somehow game professional success agree conduct getting goal total jerk finding shady yes improving professional success knowing goal mean reach goal yes nothing like good group people help along keep line yep basically use resource resource include everything around people thing idea really everything knowing make world difference go u already three tower giant forest middle also late fire start going use wind thingy corner think may able jump house thats something aware north know thing keep eye happen make wan na rage quit want minute half left let burn like city want tornado come trough,1,7.71875,32.0,-0.0,0.0,0.0,0.0,0.050437499999999996,0.743,0.20656250000000004,0.13724375,1.59375,0.09375,0.0,0.84375,0.25,0.375,0.125,0.0,0.03125,0.3125,0.125,0.15625,0.03125,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315-2,see anything probably know raise health tower thing see thing glow either health fuel maybe sure something suppose got forest fire k sure thanks forest right getting water well think could organized time thought differently wing yes key keyboard best way navigate many u vehicle yeah sorry computer wa mean keep logging try truck time long day need vacation helicopter north truck south everyone share middle tossing idea agreed south take south right good luck everyone south right forest gone forest right gone near two nice like forest catch fire building true mediocre alright damn big one think forest make ditto se gone,1,7.75,48.0,0.028169014084507043,0.0075282308657465494,0.011428571428571429,0.006968641114982578,0.033541666666666664,0.7627916666666666,0.18285416666666665,0.10566874999999999,0.7708333333333334,0.16666666666666666,0.0,0.3958333333333333,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.08333333333333333,0.10416666666666667,0.08333333333333333,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0
406-3,sound good wa one top yeah play alright sound good four reason yeah sure get fire ahead think professional success working hard good employee think condition professional success time working hard good relation trying better company work agree think improving relationship big yeah little unfair like fire keep spreading regardless could getting maybe two helicopter ill take left upper corner one helicopter good work north ill take left upper corner,1,7.766666666666666,19.0,0.00909090909090909,0.002560819462227913,0.004301075268817204,0.002824858757062147,0.07949999999999999,0.6202500000000001,0.30034999999999995,0.145675,1.2105263157894737,0.10526315789473684,0.0,0.8947368421052632,0.3157894736842105,0.42105263157894735,0.0,0.05263157894736842,0.0,0.2631578947368421,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401-4,wow wa crazy yeah essence professional success yeah thats wa order keep everything definitely u yeah unfortunately hard inform need help scanning fire well even realize could zoom good know right got yeah take long well think take bottom left corner field game start middle probably disaster occur keep eye else thanks keep running water middle bottom thanks follow yeah forget top left corner done yeah bad luck suppose well think take bottom left corner field game start,1,7.7727272727272725,21.0,-0.0,0.0,0.0,0.0,0.05240909090909091,0.6416363636363636,0.3059090909090909,0.2626545454545455,1.2857142857142858,0.5714285714285714,0.0,0.6190476190476191,0.09523809523809523,0.5714285714285714,0.14285714285714285,0.047619047619047616,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319-1,long direction wind mean direction fire outbreak place emphasis village tree stay middle tree area think people part fire winning fine live real city anyway tree burn easily agreed take top half forest apparently cause lot fire forest village go ahead zoom way figure scope map chat dont leave real fire small village start one flam wind southwest next fire southwest higher wind mean farther distance original flame go thats whats wind icon yep thing gon na get bad nice village mid right water tower low min fine yeah,1,7.806976744186047,43.0,0.012539184952978056,0.005934718100890208,0.008097165991902834,0.0044943820224719105,0.04218604651162791,0.6550697674418604,0.30274418604651165,0.1290232558139535,0.8837209302325582,0.023255813953488372,0.0,0.5348837209302325,0.023255813953488372,0.09302325581395349,0.0,0.023255813953488372,0.046511627906976744,0.23255813953488372,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.0
319-4,ill take village southeast area northeast long water lasting got yeah got anybody figure spread yet truck bird lot stuff still bird truck right think try save everything well get screwed top right fire sorry roger like left side middle fire spread really fast run water fast top left one per village truck center forest ill get middle help wherever get bad got screen way really help bear would really mad u say bail southeast village let top half map much left fry run fast like last one besides fire apocalypse dont think one u ha enough water put big fire sound good k one middle right one middle left sorry let put truck position directly east village look like gon na get real bad forest call well move truck got mine way make really easy navigate wan na try save bottom left village bail wed probably pretty good bail sound good keep eye center forest tell evacuate pointing south mean start south cool bean fire north sorry everywhere false sense security village fire get real bad soon gonne keep truck center work suspense killing village middle put bottom right homestretch biggin coming think good fire,1,7.900546448087432,61.0,0.016563146997929608,0.009768009768009768,0.015355086372360844,0.0098159509202454,0.12027868852459016,0.6922622950819672,0.17108196721311475,0.03111803278688524,1.2622950819672132,0.21311475409836064,0.0,0.8032786885245902,0.06557377049180328,0.2786885245901639,0.18032786885245902,0.01639344262295082,0.03278688524590164,0.09836065573770492,0.08196721311475409,0.04918032786885246,0.0,0.08196721311475409,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.0,0.0,0.0,0.0
439-1,make sense yeah make sense soon fire game group period fire good adapt overcome situation take order know fire hurt yeah news horrible question anybody fuel getting low pushing truck like wise forest bout gone,1,8.0625,16.0,0.0,0.0019193857965451055,0.0023584905660377358,0.0012077294685990338,0.1354375,0.6788125,0.18575,0.05701874999999999,1.0,0.125,0.0,0.375,0.125,0.0625,0.0,0.125,0.0,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12-1,take group house housing section think think communicating stuff dividing corner work pretty well take top right sorry think wa yeah somehow sure get vehicle oh maybe right vehicle vehicle maybe sorry stick strategy four corner number mine show agreed bottom thanks see mine helicopter oh know guess think except lost half forest,1,8.076923076923077,26.0,0.016666666666666666,0.004120879120879121,0.0054446460980036296,0.004431314623338257,0.04180769230769231,0.728576923076923,0.2295384615384615,0.09522307692307692,0.8461538461538461,0.11538461538461539,0.0,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.0,0.23076923076923078,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319-3,fire truck annoyingly slow someone keeping eye southeast village fire tree make sense ill watch village west side sticking one side map getting action really dont see truck slow town screwed yeah protect village leave one person forest gon na stay middle scope whole map bad forest pretty black suck cant let die truck slow think handle forest fire truck handle village get water many truck village middle word guard right side take left side map yeah position get bearing surroundings many village map new one wait dont protect village bail small one big one help forest mean time spare help small village agreed wind really tell u next fire start either middle truck take bottom village let dot wait two vehicle fire go cheating control two vehicle think try beast mode hell yeah good job guy lock load folk fire thing oh fuel crap chic sound good seriously much challenge,1,8.092592592592593,54.0,0.015873015873015872,0.0062266500622665,0.009633911368015413,0.006097560975609756,0.14105555555555557,0.6794074074074075,0.17955555555555555,0.008096296296296294,1.2777777777777777,0.16666666666666666,0.018518518518518517,0.6851851851851852,0.07407407407407407,0.09259259259259259,0.07407407407407407,0.0,0.05555555555555555,0.14814814814814814,0.0,0.018518518518518517,0.0,0.12962962962962962,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.018518518518518517,0.0,0.0,0.0
16-4,sitting nothing cue music still dont get play yeah thats moving guess productive citizen without anything want talk strategy since half team cant move wait real game everything ghost mode moving touching ha dont think would u team experiment kind counter productive idea strategy thing think one truck copter top half two bottom half think need outside truck inside right truck could one vehicle top bottom half screen watch wind thats tell going move mean sure take bottom right need help say faster emergency make truck fire bottom left figured truck hold water helicopter faster amen thought wa going completely different hey cant help like covered soon thought wa gon na bite u butt true think lost forest think think pretty good think someone spot game get continue truck get arent fast think forest priority one area fire mainly pop agree truck house statement though accident well enough first run sure mean divide truck keep house put one big town put ill take mid right yeah suck ill holler need help ever sec left compass yes fire bottom right forest fire middle bottom left truck double duty left try truck left bottom left town back position anyone else actually like game got shabby thats swift kick bottom left middle help mid right left yeah dont forget blitz,1,8.145454545454545,55.0,0.02586206896551724,0.00702576112412178,0.011299435028248588,0.007594936708860759,0.08774545454545456,0.791509090909091,0.12078181818181818,0.05151636363636364,1.5818181818181818,0.2727272727272727,0.0,0.7818181818181819,0.10909090909090909,0.32727272727272727,0.21818181818181817,0.01818181818181818,0.03636363636363636,0.2,0.07272727272727272,0.10909090909090909,0.0,0.09090909090909091,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.0,0.0,0.0,0.0,0.0
4-2,hi see fire cant zoom upper left corner screen control upper right gone dead u still seeing fire save late really bad one dont see work nope select odd bottom left house yep,1,8.181818181818182,22.0,-0.0,-0.0,-0.0,-0.0,0.13104545454545455,0.7875454545454545,0.0814090909090909,-0.04599999999999999,0.7272727272727273,0.0,0.0,0.3181818181818182,0.045454545454545456,0.18181818181818182,0.09090909090909091,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321-2,organized yea pretty straightforward agreed stay ahead fire suggestion sure maybe try yea sure oh one kay think min time,1,8.19047619047619,21.0,0.0,0.0030303030303030303,0.0022222222222222222,0.00125,0.04938095238095238,0.6509999999999999,0.252,0.11637619047619048,0.19047619047619047,0.047619047619047616,0.0,0.23809523809523808,0.0,0.19047619047619047,0.047619047619047616,0.047619047619047616,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-2,hello click anything helicopter may may moving see moving helicopter moving delay may part study see react yes let talk strategy right helicopter see fire yet fire help bottom right sure fire top right want take section field take top right bottom left fire fire top right thanks assist going towards middle good job team look like room parking lot guess wind lot fire time guess need forest minute go right helicopter right helicopter question think well everyone fire could get helicopter agree middle since home maybe truck cover helicopter get forest watch forest catch fire faster anyone else notice select one vehicle use advantage k neither looking map lot house last round also pay attention really close water tower town right cover top left let get position game time wind north mine blue fire top right slow wind sure fire bottom left middle bottom fire middle bottom getting one right coming fire town yes captain like burning fuel game minute shabby minute left wind wind getting spreading fast wind still mild north sec,1,8.285714285714286,70.0,0.01652892561983471,0.009400705052878966,0.01391304347826087,0.009080590238365494,0.03725714285714286,0.8513428571428572,0.09712857142857143,0.05616428571428573,1.0857142857142856,0.18571428571428572,0.014285714285714285,0.38571428571428573,0.12857142857142856,0.2,0.05714285714285714,0.014285714285714285,0.04285714285714286,0.12857142857142856,0.1,0.04285714285714286,0.0,0.02857142857142857,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16-3,hi ca either apparently said get play boo oh sorry read wrong sheet supposed tell vehicle click moving sure sitting supposed prove move sure might well mine every time move mouse look fire truck move sure stop got house left good observation vehicle think one min love slow truck come rescue spreading quickly somebody got memo wanting fire going green game right ya guess game controller person left truck well let chat shall think great everyone else know fire wa going like agree yes truck slow could spot get whatever theyre closet truck could come forest need backup exactly yep anyone else line vehicle click truck click green line two almost like connect dot like idea dividing take town bottom left sound good sound good homer ha cant move truck need help left mine truck wont work click dot come working wahoo yeah surprisingly five min left,1,8.285714285714286,42.0,0.014778325123152709,0.010050251256281407,0.010291595197255575,0.01011804384485666,0.0339047619047619,0.7635476190476191,0.20254761904761903,0.1390095238095238,1.4523809523809523,0.21428571428571427,0.023809523809523808,0.5476190476190477,0.19047619047619047,0.2619047619047619,0.19047619047619047,0.07142857142857142,0.023809523809523808,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.0,0.07142857142857142,0.11904761904761904,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.0
